"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Pink Wave","Facundo Medina","Olympique de Marseille","D",245,13
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Pink Wave","Esteban Lepaul","Stade Rennais FC","F",246,13
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Pink Wave","Bradley Barcola","Paris Saint-Germain","M",247,13
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Pink Wave","Thierry Henry","AS Monaco","F",248,13
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Pink Wave","Zlatan Ibrahimovic","Paris Saint-Germain","F",249,13
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Pink Wave","Denis Zakaria","AS Monaco","M",250,13
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Maghnes Akliouche","AS Monaco","M",201,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Matthis Abline","FC Nantes","F",202,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Alexsandro","LOSC Lille","D",203,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Mika Biereth","AS Monaco","F",204,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Ousmane Dembele","Paris Saint-Germain","M",205,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Vanderson","AS Monaco","D",206,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Julio Enciso","RC Strasbourg Alsace","F",207,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Matt O’Riley ","Olympique de Marseille","M",208,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Vitinha","Paris Saint-Germain","M",209,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Folarin Balogun","AS Monaco","F",210,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Khvicha Kvaratskhelia ","Paris Saint-Germain","M",211,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Mason Greenwood","Olympique de Marseille","F",212,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Malick Fofana","Olympique Lyonnais","M",213,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Lucas Chevalier","Paris Saint-Germain","G",214,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Takumi Minamino","AS Monaco","M",215,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Timothy Weah","Olympique de Marseille","F",216,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Igor Paixao","Olympique de Marseille","M",217,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Edinson Cavani","Paris Saint-Germain","F",218,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Eden Hazard","LOSC Lille","M",219,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Lamine Camara","AS Monaco","M",220,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Eric Cantona","Olympique de Marseille","F",221,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Arthur Vermeeren","Olympique de Marseille","M",222,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","George Weah ","Paris Saint-Germain","F",223,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Lionel Messi","Paris Saint-Germain","F",224,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Nuno Mendes","Paris Saint-Germain","D",225,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Ansu Fati","AS Monaco","F",226,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Marquinhos (D)","Paris Saint-Germain","D",227,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Mohamed-Ali Cho","OGC Nice","M",228,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Jonathan Ikone","Paris FC","F",229,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Emmanuel Emegha","RC Strasbourg Alsace","F",230,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Kylian Mbappe","AS Monaco","F",231,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Matias Fernandez-Pardo","LOSC Lille","M",232,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Neymar Jr","Paris Saint-Germain","F",233,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Kang-in Lee","Paris Saint-Germain","M",234,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Warren Zaire-Emery","Paris Saint-Germain","M",235,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Pierre-Emerick Aubameyang","Olympique de Marseille","F",236,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Ayyoub Bouaddi","LOSC Lille","M",237,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Brian Madjo ","FC Metz","F",238,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Jean-Pierre Papin ","Olympique de Marseille","F",239,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Guillaume Restes","Toulouse FC","G",240,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Ilan Kebbal","Paris FC","M",241,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Amine Gouiri ","Olympique de Marseille","F",242,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Olivier Giroud","LOSC Lille","F",243,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Joaquin Panichelli","RC Strasbourg Alsace","F",244,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Facundo Medina","Olympique de Marseille","D",245,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Esteban Lepaul","Stade Rennais FC","F",246,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Bradley Barcola","Paris Saint-Germain","M",247,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Thierry Henry","AS Monaco","F",248,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Zlatan Ibrahimovic","Paris Saint-Germain","F",249,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Purple Dragon Scale","Denis Zakaria","AS Monaco","M",250,49
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Maghnes Akliouche","AS Monaco","M",201,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Matthis Abline","FC Nantes","F",202,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Alexsandro","LOSC Lille","D",203,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Mika Biereth","AS Monaco","F",204,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Ousmane Dembele","Paris Saint-Germain","M",205,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Vanderson","AS Monaco","D",206,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Julio Enciso","RC Strasbourg Alsace","F",207,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Matt O’Riley ","Olympique de Marseille","M",208,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Vitinha","Paris Saint-Germain","M",209,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Folarin Balogun","AS Monaco","F",210,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Khvicha Kvaratskhelia ","Paris Saint-Germain","M",211,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Mason Greenwood","Olympique de Marseille","F",212,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Malick Fofana","Olympique Lyonnais","M",213,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Lucas Chevalier","Paris Saint-Germain","G",214,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Takumi Minamino","AS Monaco","M",215,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Timothy Weah","Olympique de Marseille","F",216,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Igor Paixao","Olympique de Marseille","M",217,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Edinson Cavani","Paris Saint-Germain","F",218,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Eden Hazard","LOSC Lille","M",219,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Lamine Camara","AS Monaco","M",220,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Eric Cantona","Olympique de Marseille","F",221,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Arthur Vermeeren","Olympique de Marseille","M",222,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","George Weah ","Paris Saint-Germain","F",223,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Lionel Messi","Paris Saint-Germain","F",224,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Nuno Mendes","Paris Saint-Germain","D",225,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Ansu Fati","AS Monaco","F",226,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Marquinhos (D)","Paris Saint-Germain","D",227,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Mohamed-Ali Cho","OGC Nice","M",228,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Jonathan Ikone","Paris FC","F",229,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Emmanuel Emegha","RC Strasbourg Alsace","F",230,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Kylian Mbappe","AS Monaco","F",231,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Matias Fernandez-Pardo","LOSC Lille","M",232,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Neymar Jr","Paris Saint-Germain","F",233,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Kang-in Lee","Paris Saint-Germain","M",234,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Warren Zaire-Emery","Paris Saint-Germain","M",235,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Pierre-Emerick Aubameyang","Olympique de Marseille","F",236,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Ayyoub Bouaddi","LOSC Lille","M",237,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Brian Madjo ","FC Metz","F",238,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Jean-Pierre Papin ","Olympique de Marseille","F",239,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Guillaume Restes","Toulouse FC","G",240,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Ilan Kebbal","Paris FC","M",241,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Amine Gouiri ","Olympique de Marseille","F",242,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Olivier Giroud","LOSC Lille","F",243,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Joaquin Panichelli","RC Strasbourg Alsace","F",244,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Facundo Medina","Olympique de Marseille","D",245,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Esteban Lepaul","Stade Rennais FC","F",246,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Bradley Barcola","Paris Saint-Germain","M",247,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Thierry Henry","AS Monaco","F",248,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Zlatan Ibrahimovic","Paris Saint-Germain","F",249,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red","Denis Zakaria","AS Monaco","M",250,55
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Maghnes Akliouche","AS Monaco","M",201,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Matthis Abline","FC Nantes","F",202,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Alexsandro","LOSC Lille","D",203,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Mika Biereth","AS Monaco","F",204,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Ousmane Dembele","Paris Saint-Germain","M",205,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Vanderson","AS Monaco","D",206,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Julio Enciso","RC Strasbourg Alsace","F",207,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Matt O’Riley ","Olympique de Marseille","M",208,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Vitinha","Paris Saint-Germain","M",209,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Folarin Balogun","AS Monaco","F",210,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Khvicha Kvaratskhelia ","Paris Saint-Germain","M",211,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Mason Greenwood","Olympique de Marseille","F",212,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Malick Fofana","Olympique Lyonnais","M",213,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Lucas Chevalier","Paris Saint-Germain","G",214,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Takumi Minamino","AS Monaco","M",215,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Timothy Weah","Olympique de Marseille","F",216,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Igor Paixao","Olympique de Marseille","M",217,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Edinson Cavani","Paris Saint-Germain","F",218,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Eden Hazard","LOSC Lille","M",219,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Lamine Camara","AS Monaco","M",220,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Eric Cantona","Olympique de Marseille","F",221,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Arthur Vermeeren","Olympique de Marseille","M",222,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","George Weah ","Paris Saint-Germain","F",223,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Lionel Messi","Paris Saint-Germain","F",224,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Nuno Mendes","Paris Saint-Germain","D",225,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Ansu Fati","AS Monaco","F",226,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Marquinhos (D)","Paris Saint-Germain","D",227,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Mohamed-Ali Cho","OGC Nice","M",228,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Jonathan Ikone","Paris FC","F",229,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Emmanuel Emegha","RC Strasbourg Alsace","F",230,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Kylian Mbappe","AS Monaco","F",231,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Matias Fernandez-Pardo","LOSC Lille","M",232,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Neymar Jr","Paris Saint-Germain","F",233,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Kang-in Lee","Paris Saint-Germain","M",234,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Warren Zaire-Emery","Paris Saint-Germain","M",235,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Pierre-Emerick Aubameyang","Olympique de Marseille","F",236,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Ayyoub Bouaddi","LOSC Lille","M",237,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Brian Madjo ","FC Metz","F",238,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Jean-Pierre Papin ","Olympique de Marseille","F",239,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Guillaume Restes","Toulouse FC","G",240,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Ilan Kebbal","Paris FC","M",241,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Amine Gouiri ","Olympique de Marseille","F",242,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Olivier Giroud","LOSC Lille","F",243,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Joaquin Panichelli","RC Strasbourg Alsace","F",244,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Facundo Medina","Olympique de Marseille","D",245,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Esteban Lepaul","Stade Rennais FC","F",246,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Bradley Barcola","Paris Saint-Germain","M",247,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Thierry Henry","AS Monaco","F",248,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Zlatan Ibrahimovic","Paris Saint-Germain","F",249,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Red and Green Flash","Denis Zakaria","AS Monaco","M",250,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Maghnes Akliouche","AS Monaco","M",201,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Matthis Abline","FC Nantes","F",202,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Alexsandro","LOSC Lille","D",203,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Mika Biereth","AS Monaco","F",204,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Ousmane Dembele","Paris Saint-Germain","M",205,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Vanderson","AS Monaco","D",206,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Julio Enciso","RC Strasbourg Alsace","F",207,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Matt O’Riley ","Olympique de Marseille","M",208,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Vitinha","Paris Saint-Germain","M",209,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Folarin Balogun","AS Monaco","F",210,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Khvicha Kvaratskhelia ","Paris Saint-Germain","M",211,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Mason Greenwood","Olympique de Marseille","F",212,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Malick Fofana","Olympique Lyonnais","M",213,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Lucas Chevalier","Paris Saint-Germain","G",214,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Takumi Minamino","AS Monaco","M",215,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Timothy Weah","Olympique de Marseille","F",216,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Igor Paixao","Olympique de Marseille","M",217,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Edinson Cavani","Paris Saint-Germain","F",218,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Eden Hazard","LOSC Lille","M",219,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Lamine Camara","AS Monaco","M",220,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Eric Cantona","Olympique de Marseille","F",221,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","Arthur Vermeeren","Olympique de Marseille","M",222,
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Field Level - Silver","George Weah ","Paris Saint-Germain","F",223,
